responsable de carga,inventario,n de ficha,titulo,ubicación,sector,sala,caja,SERIES,clasificaci,descripción,dimenciones,materiales,autor,observación,año,fotografia,Fecha de carga,Ancho,Alto,Profundo,diámetro,Estado de conservación,n de inventario anterior,seguimiento,link-fotografias,sobre
fdl,6482,14048,Estampa Cuando la Naturaleza hizo los peces (9) 3/3,,34D,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Figura femenina sentada de perfil sobre una roca con un vestido largo, el cabello suelto y adornado con una corona de flores. La mujer apunta a la figura de un pez. En el fondo emerge el sol desde el horizonte. Registro de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,2011,1,2024-12-16,35,"50,1",,,Bueno,,False,,0.0
fdl,6483,14049,Estampa Cuando la Naturaleza hizo los peces (10) 1/3,,34D,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres peces bajo el agua, uno nadando a la superficie y otro se encuentra acostado sobre una concha marina. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,2011,1,2024-12-16,"34,9","49,9",,,Bueno,,False,,0.0
fdl,6484,14050,Estampa Cuando la Naturaleza hizo los peces (10) 3/3,,34D,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres peces bajo el agua, uno nadando a la superficie y otro se encuentra acostado sobre una concha marina. Registro de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,2011,1,2024-12-16,"35,1","50,1",,,Bueno,,False,,0.0
fdl,6485,13615,Estampa San Martín y El Ejército de Los Andes: Trazado de Las Seis Rutas de Los Andes en 1817 I (5),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa físico de Los Andes, representando el relieve montañoso. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. 
Equipo a cargo de Monica Casini.",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,2015,1,2025-01-14,50,65,,,Bueno,,False,,0.0
fdl,6486,14052,Estampa San Martín y El Ejército de Los Andes: Trazado de las Seis Rutas del Paso de Los Andes en 1817  I (5),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. 
Prueba de Artista. Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-14,50,65,,,Bueno,,False,,0.0
fdl,6487,14053,Estampa San Martín y El Ejército de Los Andes: Trazado de las Seis Rutas del Paso de Los Andes en 1817 II (6),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aoarecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
Prueba de Estampa. Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-15,50,70,,,Bueno,,False,,0.0
fdl,6488,14054,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas del Paso de Los Andes em 1817 II (6),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aoarecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
Prueba de Artista. Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-15,90,65,,,Bueno,,False,,0.0
fdl,6489,14051,"Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas I, para superponer (6)",,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Lineas negras irregulares con curvas, quiebres y pequeños puntos que conectan segmentos de las líneas. Prueba de Estampa. 
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2024-12-16,50,65,,,Bueno,,False,,0.0
fdl,6490,14056,"Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas I,  para superponer (7)",,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro.  Lineas negras irregulares con curvas, quiebres y pequeños puntos que conectan segmentos de las líneas. Prueba de Artista. 
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-15,50,70,,,Bueno,,False,,0.0
fdl,6491,14060,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas del Paso de Los Andes (8),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aparecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
Prueba de Artista. Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-15,50,70,,,Bueno,,False,,0.0
fdl,6492,14061,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas del Paso de Los Andes (8),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aoarecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
Registro de Estampa. Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-16,50,70,,,Bueno,,False,,0.0
fdl,6493,14062,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas y los rios para superponer (9),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa de Los Andes con red hidrográfica de la región. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-16,50,65,,,Bueno,,False,,0.0
fdl,6494,14063,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas y los rios para superponer (9),,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa blanco y negro. Mapa de Los Andes con red hidrográfica de la región. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-16,50,65,,,Bueno,,False,,0.0
fdl,6495,14064,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas del Pao de Los Andes,,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa verde y roja. En color verde mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aoarecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
En rojo,   Lineas negras irregulares con curvas, quiebres y pequeños puntos que conectan segmentos de las líneas. Prueba de Estampa.
Equipo a cargo de Monica Casini.",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-16,50,65,,,Bueno,,False,,0.0
fdl,6496,14065,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas del Pao de Los Andes,,34D,sala6,0.0,Geografía; San Martin,estampas,"Estampa verde, roja y azul. En color verde mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aoarecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
En rojo,   Lineas negras irregulares con curvas, quiebres y pequeños puntos que conectan segmentos de las líneas. 
En azul se representa la red hidrográfica de la zona. Prueba de Estampa.
Equipo a cargo de Monica Casini.",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-16,50,65,,,Bueno,,False,,0.0
fdl,6497,14066,Estampa San Martín y El Ejército de Los Andes: Las Seis Rutas del Pao de Los Andes,,,sala7,0.0,Geografía; San Martin,estampas,"Estampa verde, roja y azul. En color verde mapa físico de Los Andes, representando el relieve montañoso y las reis rutas durante el cruce histórico del ejército. En el borde izquierdo, se encuentra las coordenadas geográficas, con números que indican las latitudes 26 a 34 grados. Aoarecen también los siguientes créditos:
""Realizado por Rosario Vera Peñaloza
Grabado por Noisternigg
Base: Mapa Del M. de Agricultura Escala 1 a 2000000
1936""
En rojo,   Lineas negras irregulares con curvas, quiebres y pequeños puntos que conectan segmentos de las líneas. 
En azul se representa la red hidrográfica de la zona. Prueba de Estampa.
Equipo a cargo de Monica Casini.",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2025-01-16,50,65,,,Bueno,,False,,0.0
fdl,6549,13231,Estampa Córdoba: Rancho típico en las cercanías de Dolores (78) 1/3,,34O,sala6,0.0,Córdoba,estampas,"Estampa blanco y negro. Rancho con árboles. Prueba de Estampa.
Idea: Rosario Vera Peñaloza. 
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2015,1,2023-10-04,"42,5","32,6",,,Bueno,,False,,0.0
lucia vega,6550,12911,Estampa Las uvas envidiosas 1. 1/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro de una persona cargando un cesto en un campo de cultivo. Reg 1 Estampación,,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,25,35,,,Bueno,,False,,0.0
lucia vega,6551,12912,Estampa Las uvas envidiosas 1. 2/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro de una persona cargando un cesto en un campo de cultivo. P/A Estampación.,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,25,35,,,Bueno,,False,,0.0
lucia vega,6552,12916,Estampa Las uvas envidiosas 1. 3/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro de una persona cargando un cesto en un campo de cultivo. Idea: Rosario Vera Peñaloza. Equipoo a cargo: Monica Casini. Registro de estamapación. P/E.Estampación,,"papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,25,35,,,Bueno,,False,,0.0
lucia vega,6553,12918,Estampa Las uvas envidiosas 2. 1/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. Reg 1 Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,25,35,,,Bueno,,False,,0.0
lucia vega,6554,12920,Estampa Las uvas envidiosas 2. 2/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. P/A Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,25,35,,,Bueno,,False,,0.0
lucia vega,6555,12922,Estampa Las uvas envidiosas 2. 3/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. P/E Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,25,35,,,Bueno,,False,,0.0
lucia vega,6556,12923,Estampa Las uvas envidiosas 3. 1/4,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; dos chicos con racimos de uvas alimentando a tres chanchitos y a un chancho. Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. Reg 1 Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,35,25,,,Bueno,,False,,0.0
lucia vega,6557,12924,Estampa Las uvas envidiosas 3. 2/4,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; dos chicos con racimos de uvas alimentando a tres chanchitos y a un chancho. Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. Reg 1 Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,35,25,,,Bueno,,False,,0.0
lucia vega,6558,12925,Estampa Las uvas envidiosas 3. 3/4,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; dos chicos con racimos de uvas alimentando a tres chanchitos y a un chancho. Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. P/A Estampación,,"papel, tinta y grafiti","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,35,25,,,Bueno,,False,,0.0
lucia vega,6559,12926,Estampa Las uvas envidiosas 3. 4/4,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; dos chicos con racimos de uvas alimentando a tres chanchitos y a un chancho. Estampa blanco y negro; racimos de uvas colgadas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. P/E Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-05,35,25,,,Bueno,,False,https://drive.google.com/drive/folders/1xRBn_KFWSA9umybuzDHcCrBtaUTUr2sS?usp=share_link,0.0
lucia vega,6560,12930,Estampa Las uvas envidiosas 1. 1/3,,34G,sala5,0.0,Literatura,estampas,Estampa blanco y negro; racimo de uvas colgado con hojas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. P/E Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-15,25,35,,,Bueno,,False,,0.0
lucia vega,6561,12931,Estampa Las uvas envidiosas 2. 2/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; racimo de uvas colgado con hojas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. P/A Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-15,25,35,,,Bueno,,False,,0.0
lucia vega,6562,12932,Estampa Las uvas envidiosas 3. 3/3,,34G,sala6,0.0,Literatura,estampas,Estampa blanco y negro; racimo de uvas colgado con hojas. Idea: Rosario Vera Peñaloza. Equipo a cargo: Monica Casini. Reg1. Estampación,,"papel, tinta y grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-15,25,35,,,Bueno,,False,,0.0
fdl,6563,12933,Estampa Patito Feo 2. 1/5,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco con seis patos chicos negros, en el fondo hay una palmera y nubes. Registro de estampación
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-23,25,35,,,Bueno,,False,,0.0
A.A,6564,12934,Estampa Patito Feo 2. 2/5,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco con seis patos chicos negros, en el fondo hay una palmera y nubes. Prueba de Artista
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito",Rosario Vera Peñaloza,,2011,1,2023-05-24,"24,8",35,,,Bueno,,False,,0.0
a.a,6565,12935,Estampa Patito Feo 2. 3/5,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco con seis patos chicos negros, en el fondo hay una palmera y nubes. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito",Rosario Vera Peñaloza,,2011,1,2023-05-24,"24,7",35,,,Bueno,,False,,0.0
a.a,6566,12936,Estampa Patito Feo 2. 4/5,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco con seis patos chicos negros, en el fondo hay una palmera y nubes.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito",Rosario Vera Peñaloza,,2011,1,2023-05-24,"24,9","34,8",,,Bueno,,False,,0.0
a.a,6567,12937,Estampa Patito Feo 2. 5/5,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco con seis patos chicos negros, en el fondo hay una palmera y nubes.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito",Rosario Vera Peñaloza,,2011,1,2023-05-24,"24,8",345,,,Bueno,,False,,0.0
fdl,6568,12938,Estampa Patito Feo 3. 1/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco y una cascara de huevo rota en dos, en el fondo hay una colina ,un sol y nubes. Registro de estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"24,3",35,,,Bueno,,False,,0.0
fdl,6569,12939,Estampa Patito Feo 3. 2/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco y una cascara de huevo rota en dos, en el fondo hay una colina ,un sol y nubes. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,25,35,,,Bueno,,False,,0.0
fdl,6570,12940,Estampa Patito Feo 3. 3/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco y una cascara de huevo rota en dos, en el fondo hay una colina ,un sol y nubes. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,25,35,,,Bueno,,False,,0.0
fdl,6571,12941,Estampa Patito Feo 3. 4/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Pato blanco y una cascara de huevo rota en dos, en el fondo hay una colina ,un sol y nubes. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"25,1","34,9",,,Bueno,,False,,0.0
fdl,6572,12942,Estampa Patito Feo 4. 1/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos patos blancos con cinco patos chicos y dos gallinas, en el fondo hay una cerca. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,9","25,1",,,Bueno,,False,,0.0
fdl,6573,12943,Estampa Patito Feo 4. 2/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos patos blancos con cinco patos chicos y dos gallinas, en el fondo hay una cerca. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,9","25,2",,,Bueno,,False,,0.0
fdl,6574,12944,Estampa Patito Feo 4. 3/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos patos blancos con cinco patos chicos y dos gallinas, en el fondo hay una cerca. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,6",25,,,Bueno,,False,,0.0
fdl,6575,12945,Estampa Patito Feo 4. 4/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos patos blancos con cinco patos chicos y dos gallinas, en el fondo hay una cerca.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,35,"25,2",,,Bueno,,False,,0.0
fdl,6576,12946,Estampa Patito Feo 6. 1/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres cisnes nadando en agua y un cisne volnado. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,35,25,,,Bueno,,False,,0.0
fdl,6577,12947,Estampa Patito Feo 6. 2/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres cisnes nadando en agua y un cisne volnado. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,35,"24,3",,,Bueno,,False,,0.0
fdl,6578,12948,Estampa Patito Feo 6. 3/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres cisnes nadando en agua y un cisne volnado. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,5",25,,,Bueno,,False,,0.0
fdl,6579,12949,Estampa Patito Feo 6. 4/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres cisnes nadando en agua y un cisne volnado.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,35,"25,1",,,Bueno,,False,,0.0
fdl,6580,12950,Estampa Patito Feo 6. 5/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres cisnes nadando en agua y un cisne volnado. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2024-07-10,35,25,,,,,False,,0.0
fdl,6581,12951,Estampa Patito Feo 6. 6/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres cisnes nadando en agua y un cisne volnado. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,35,25,,,Bueno,,False,,0.0
fdl,6583,12952,Estampa Como Juegan Los Chicos de Las Estrellas 1.  1/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando en las nubes, en el fondo hay nubes, estrellas y una luna con cara sonriente. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,8",25,,,Bueno,,False,,0.0
fdl,6584,12953,Estampa Como Juegan Los Chicos de Las Estrellas 1.  2/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando en las nubes, en el fondo hay nubes, estrellas y una luna con cara sonriente. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,8",25,,,Bueno,,False,,0.0
fdl,6585,12954,Estampa Como Juegan Los Chicos de Las Estrellas 1.  3/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando en las nubes, en el fondo hay nubes, estrellas y una luna con cara sonriente. 
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,8",25,,,Bueno,,False,,0.0
fdl,6586,12955,Estampa Como Juegan Los Chicos de Las Estrellas 1.  4/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando en las nubes, en el fondo hay nubes, estrellas y una luna con cara sonriente. Registro de Estampación.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,8",25,,,Bueno,,False,,0.0
fdl,6587,12956,Estampa Como Juegan Los Chicos de Las Estrellas 2. 1/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas con un carruaje caminando en las nubes , en el fondo hay nubes, estrellas y una luna con cara sonriente. 
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-24,"34,8",25,,,Bueno,,False,,0.0
fdl,6588,12957,Estampa Como Juegan Los Chicos de Las Estrellas 2. 2/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas con un carruaje caminando en las nubes , en el fondo hay nubes, estrellas y una luna con cara sonriente. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6589,12958,Estampa Como Juegan Los Chicos de Las Estrellas 2. 3/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas con un carruaje caminando en las nubes , en el fondo hay nubes, estrellas y una luna con cara sonriente. 
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
